,Transaction Hash,Status,Time Consumed,Value,transactionFees,gasPrice,gasLimit,gasUsePercent
0,0x3aee481e580a9ef3d14f1b20a40a5022b34a862ef412f002db92903c748a1431,Success,Confirmed within 30 secs,0 Ether ($0.00),0.00765216 Ether ($13.80),0.000000144 Ether (144 Gwei),"79,710","53,140 (66.67%)"
1,0x9c708b155078c833b1f74b2f5b80380e8f81b78dc4838920efe9311fb23176fa,Success,Confirmed within 30 secs,0.218050702578090518 Ether ($392.30),0.003066 Ether ($5.52),0.000000146 Ether (146 Gwei),"21,000","21,000 (100%)"
2,0xf0b2ece444ec662024d5d40ca8be1ea8c929cf608983106365ad4dc19b041a70,Success,Confirmed within 30 secs,0.408913 Ether ($735.68),0.003087 Ether ($5.55),0.000000147 Ether (147 Gwei),"21,000","21,000 (100%)"
3,0x083d8ae5a8b23cba7e42d81212188db1d9a940a91cb995cf852085ee6f8328a9,Fail with error 'UniswapV2Router: INSUFFICIENT_OUTPUT_AMOUNT€',Confirmed within 30 secs,0 Ether ($0.00),0.041006679 Ether ($73.78),0.000000147 Ether (147 Gwei),"319,972","278,957 (87.18%)"
4,0x9621d89f8ce4b2bc079aeca3fe79483ccecd33f2f928e49d17e4216d7bfd905b,Success,Confirmed within 30 secs,0.1 Ether ($179.91),0.00496298275 Ether ($8.93),0.00000014795 Ether (147.95 Gwei),"33,545","33,545 (100%)"
5,0xb354e1927fae7a452f42ce98c5b313f9749862cfadf029a4f472e0800bb2b05f,Success,Confirmed within 30 secs,0.2019 Ether ($363.24),0.00312921 Ether ($5.63),0.00000014901 Ether (149.01 Gwei),"21,000","21,000 (100%)"
6,0xfca63b19bc5930d382f0e140d5d7d8804865f96bd92601a663ed0c842d414798,Success,Confirmed within 30 secs,0 Ether ($0.00),0.0048882 Ether ($8.79),0.00000015 Ether (150 Gwei),"47,588","32,588 (68.48%)"
7,0x440395189f7a30fe75cfdcd05906ebf76f40c80f1066a8457e909e3ed7a57a77,Success,Confirmed within 30 secs,0 Ether ($0.00),0.0061195365 Ether ($11.01),0.0000001485 Ether (148.5 Gwei),"100,000","41,209 (41.21%)"
8,0x33733945b72e02a3fa9930049b7dd9a8e54c4be0885ba4ee65902e57403a91ea,Success,Confirmed within 30 secs,0 Ether ($0.00),0.00588146880003 Ether ($10.58),0.000000148800000001 Ether (148.800000001 Gwei),"139,526","39,526 (28.33%)"
9,0x14569d3ab6d36899ccee55da9b89f4727ce4f5ed5d59beee20f48b2ebb6145de,Success,Confirmed within 30 secs,0 Ether ($0.00),0.017015055 Ether ($30.66),0.000000149 Ether (149 Gwei),"153,424","114,195 (74.43%)"
10,0x232c4e2ef540bd45af91c560acc4a62ae8f6228b9e85a129e17c9d406c549b2c,Success,Confirmed within 30 secs,0 Ether ($0.00),0.007663368 Ether ($13.81),0.000000149 Ether (149 Gwei),"51,432","51,432 (100%)"
