,Transaction Hash,Status,Time Consumed,Value,transactionFees,gasPrice,gasLimit,gasUsePercent
0,0xb611480975859137c2d486e8e2ac7c77bc88739100716f9a6571c92249e89cbf,Success,Confirmed within 34 secs,0.032432087 Ether ($54.72),0.003486 Ether ($5.88),0.000000166 Ether (166 Gwei),"21,000","21,000 (100%)"
1,0xb6d75f6085867ea28648fba0d400853ad12d8a950b6b88bd805483c45b37a673,Success,Confirmed within 34 secs,0.032928108 Ether ($55.56),0.003486 Ether ($5.88),0.000000166 Ether (166 Gwei),"21,000","21,000 (100%)"
2,0xd6a05c0b7c319460e10337da3fd1358ec5be298697ede1a04c679809969c42e0,Success,Confirmed within 34 secs,0.006944612 Ether ($11.72),0.003486 Ether ($5.88),0.000000166 Ether (166 Gwei),"21,000","21,000 (100%)"
3,0xc2720c292462e9ddeaba517c20b1aef3ac57265ba5bc4d75fa0dfb5ffede6469,Success,Confirmed within 34 secs,0.033007281 Ether ($55.76),0.003486 Ether ($5.89),0.000000166 Ether (166 Gwei),"21,000","21,000 (100%)"
4,0xba097416d9655486a5d522703306e997da86937a03027829a30082e92d35ee2a,Success,Confirmed within 34 secs,0.03539598 Ether ($59.79),0.003486 Ether ($5.89),0.000000166 Ether (166 Gwei),"21,000","21,000 (100%)"
5,0x87e9631a9bdda987e9d259d1d2b81cf16c6277f23bcbe45a170fa4c10469cf7a,Success,Confirmed within 39 secs,0.03279387 Ether ($55.40),0.003486 Ether ($5.89),0.000000166 Ether (166 Gwei),"21,000","21,000 (100%)"
6,0xcf7de36473e8a151e4c4ea6d5a8dfb95db430fca09ea5928fa03ab76e02c6a75,Success,Confirmed within 39 secs,0.03180719 Ether ($53.73),0.003486 Ether ($5.89),0.000000166 Ether (166 Gwei),"21,000","21,000 (100%)"
7,0xb614fb8459a6279ef9d76f7362dd729dd3e5b808ee47ab230c3073b5ecff391a,Success,Confirmed within 39 secs,0.03181127 Ether ($53.74),0.003486 Ether ($5.89),0.000000166 Ether (166 Gwei),"21,000","21,000 (100%)"
8,0x625ff95964e1b832f195daaab5180a59463316596fc71b11d572f9160cfa6a6c,Success,Confirmed within 39 secs,0.025295 Ether ($42.73),0.003486 Ether ($5.89),0.000000166 Ether (166 Gwei),"21,000","21,000 (100%)"
9,0xd7f309dbee4a03d6f43c038d9eb62d82ead11c67d67b8475fa3b9a12a668a104,Success,Confirmed within 39 secs,0.03180923 Ether ($53.68),0.003486 Ether ($5.88),0.000000166 Ether (166 Gwei),"21,000","21,000 (100%)"
10,0x843a1fdb601ffbd57894b36f8a1b0fcfea1506ea93f186c0d4e81b94d792c9dc,Success,Confirmed within 39 secs,0.02784704 Ether ($47.00),0.003486 Ether ($5.88),0.000000166 Ether (166 Gwei),"21,000","21,000 (100%)"
11,0x67e77c731ad969f085dd1313f4eb04a65776f302c0e2fa336191b86892910f28,Success,Confirmed within 39 secs,0.00998056 Ether ($16.84),0.003486 Ether ($5.88),0.000000166 Ether (166 Gwei),"21,000","21,000 (100%)"
12,0xdf64053534b5402afaaad3a4e5ee1fb0eaff315972f28e45de6e9ba2674e8814,Success,Confirmed within 39 secs,0.033647514 Ether ($56.78),0.003486 Ether ($5.88),0.000000166 Ether (166 Gwei),"21,000","21,000 (100%)"
13,0xa9fe1fe93f26cdff24bc0baebd2c3a0338ff81bad94c4bf583e3ee76e4cfcc5a,Success,Confirmed within 39 secs,0.03180923 Ether ($53.68),0.003486 Ether ($5.88),0.000000166 Ether (166 Gwei),"21,000","21,000 (100%)"
14,0xc76dd1869744c2c1bdc8af1e9617ed6414125467bb50ed7538feef98540e6f5c,Success,Confirmed within 39 secs,0.03184561 Ether ($53.74),0.003486 Ether ($5.88),0.000000166 Ether (166 Gwei),"21,000","21,000 (100%)"
15,0xf07b7c0d97a0d53b2ab7623ce3f9597552c3d26096e9bfc70b45681473b13344,Success,Confirmed within 39 secs,0.036257514 Ether ($61.19),0.003486 Ether ($5.88),0.000000166 Ether (166 Gwei),"21,000","21,000 (100%)"
16,0xfad9ae91abfcb8150cb87b7a533a6ec21d3ffb4867247019c31f2e04528fc0a6,Success,Confirmed within 40 secs,0.03271924 Ether ($55.22),0.003486 Ether ($5.88),0.000000166 Ether (166 Gwei),"21,000","21,000 (100%)"
