,Transaction Hash,Status,Time Consumed,Value,transactionFees,gasPrice,gasLimit,gasUsePercent
0,0x90f64ac5296dcdae28d64ddfcf12775edce58b6f215399ea59e60b96bfe6fb40,Success,Remove,0 Ether ($0.00),0.029512144 Ether ($50.52),0.000000166 Ether (166 Gwei),"214,915","177,784 (82.72%)"
1,0xd29361bb4a03e256e4ea25a44b8b76813433da7dabc7e2dcf5e3b1de5a0d1098,Success,Confirmed within 1 min:27 secs,0 Ether ($0.00),0.031386948 Ether ($53.72),0.000000166 Ether (166 Gwei),"210,806","189,078 (89.69%)"
2,0xf3b016d905090955f089d7f9590fcead89e67a3e5c9188391f1f41313919683a,Success,Confirmed within 1 min:26 secs,0 Ether ($0.00),0.01518651 Ether ($25.99),0.000000166 Ether (166 Gwei),"300,000","91,485 (30.5%)"
3,0xfa26dfd2df8227f2fde8d1e0795827d76f59b310e98395f7ac2163346753be4c,Success,Confirmed within 1 min:26 secs,0 Ether ($0.00),0.021206168 Ether ($36.30),0.000000166 Ether (166 Gwei),"155,115","127,748 (82.36%)"
4,0xe094f3a4cd1e8cd1b5fe18effc7c86b81b43b4401d44d3f4375083cd03a86cfd,Success,Remove,0.36 Ether ($616.20),0.020758134 Ether ($35.53),0.000000166 Ether (166 Gwei),"165,691","125,049 (75.47%)"
5,0x2a33c8cfaf7978fe0099ab0317b2668ba6e64bc1930b7a2e17d3f81afc2c399b,Success,Confirmed within 1 min:26 secs,0 Ether ($0.00),0.021381298 Ether ($36.60),0.000000166 Ether (166 Gwei),"169,493","128,803 (75.99%)"
6,0x916dbe1d1d2f545f8be0cb78c76f01c023974c0c38e269733726a795c1f4b6ac,Success,Confirmed within 1 min:26 secs,0.295 Ether ($504.95),0.020954014 Ether ($35.87),0.000000166 Ether (166 Gwei),"167,009","126,229 (75.58%)"
7,0xb7cc20d396dd2110606ce2268ff7ccf86d7266ba558b391b88d3bec93a30cee1,Success,Remove,0 Ether ($0.00),0.00814811 Ether ($13.95),0.000000166 Ether (166 Gwei),"54,369","49,085 (90.28%)"
8,0xe0fcf8681541114c94fb7c31d2f4b579b8456df0199aa230c2d3e7c2013f3181,Success,Confirmed within 1 min:35 secs,0 Ether ($0.00),0.009330694 Ether ($15.96),0.000000166 Ether (166 Gwei),"210,000","56,209 (26.77%)"
9,0x8cd02497cb0087d78037d8db1b49ab8a6bf340b42b383a05515d5ccadd98a831,Success,Confirmed within 1 min:35 secs,"5.5 Ether ($9,405.00)",0.003486 Ether ($5.96),0.000000166 Ether (166 Gwei),"210,000","21,000 (10%)"
10,0xce11891632b1c7fdad1faeef96bb458e7b20409bc30af6a59880efe0dba21eb7,Success,Confirmed within 1 min:35 secs,0 Ether ($0.00),0.017550682 Ether ($30.01),0.000000166 Ether (166 Gwei),"160,167","105,727 (66.01%)"
11,0x1e8a311687b8e02b870ec6f993913787db7c56e4eeaab9f9fc6472cfdb9b40c1,Success,Confirmed within 1 min:35 secs,0.3 Ether ($513.00),0.02965341 Ether ($50.71),0.000000166 Ether (166 Gwei),"238,998","178,635 (74.74%)"
12,0xf5e7b87f2d444badf096b90fb8b1f483c517263f650e9889a4daeeb2ff5b920a,Success,Confirmed within 1 min:40 secs,0 Ether ($0.00),0.019224294 Ether ($32.87),0.000000166 Ether (166 Gwei),"168,417","115,809 (68.76%)"
13,0x853d4d04d6f245c5527ba51e947d51af53c49f4f52019e3762fe460fcfc1bdd0,Success,Confirmed within 1 min:41 secs,"1.074374426049486793 Ether ($1,837.18)",0.029910876 Ether ($51.15),0.000000166 Ether (166 Gwei),"226,868","180,186 (79.42%)"
14,0x74bd886024fc17e2cbfe55527472f2015bb1cd132af30397b1b4d1700b88d661,Success,Confirmed within 1 min:40 secs,0 Ether ($0.00),0.05513358 Ether ($94.28),0.000000166 Ether (166 Gwei),"412,020","332,130 (80.61%)"
15,0xb37b6db6bb2a1cb9041db81d93662ecd783e694121b43a40c659d62513191f50,Success,Confirmed within 1 min:41 secs,0 Ether ($0.00),0.01873393 Ether ($32.04),0.000000166 Ether (166 Gwei),"168,450","112,855 (67%)"
16,0x20e060cf6b543c10fbeec4ec425122695112512190cd203c93110cb396556ba4,Success,Confirmed within 1 min:41 secs,0 Ether ($0.00),0.004970538 Ether ($8.50),0.000000166 Ether (166 Gwei),"67,414","29,943 (44.42%)"
17,0xf5c31e2bdf576d4d6aaae4544dab2f67014271f58aeb9253c074bb03bc120c7d,Success,Confirmed within 1 min:46 secs,0 Ether ($0.00),0.007685302 Ether ($13.15),0.000000166 Ether (166 Gwei),"46,297","46,297 (100%)"
