,Transaction Hash,Status,Time Consumed,Value,transactionFees,gasPrice,gasLimit,gasUsePercent
0,0x1181e8a95ef658376ed80853b916fd5932159cc7f1b9f84c66064794d3700a99,Success,Confirmed within 30 secs,0 Ether ($0.00),0.010500723 Ether ($17.59),0.000000183 Ether (183 Gwei),"250,000","57,381 (22.95%)"
1,0x6e2ae8ab97595515f5f93ca91b46dd347ff4d6c0418177539d0565584935eb1f,Success,Confirmed within 30 secs,0 Ether ($0.00),0.009438591 Ether ($15.81),0.000000183 Ether (183 Gwei),"250,000","51,577 (20.63%)"
2,0x5020ed71174590034008d72bb540f886637dd6d0735fcc79bbe98beb1daf07ab,Success,Confirmed within 30 secs,0.04790089 Ether ($80.22),0.003843 Ether ($6.44),0.000000183 Ether (183 Gwei),"21,000","21,000 (100%)"
3,0xf6b9d0d5b6a197a3c843a9183ebc98b04f1a067d69605ea7a884672c4a34059d,Success,Remove,0.00598716 Ether ($10.03),0.003843 Ether ($6.44),0.000000183 Ether (183 Gwei),"21,000","21,000 (100%)"
4,0x962eac2793bfd8fba6328ad75ce65a991eac88aebba109b25bf731b2b6e1be09,Success,Confirmed within 30 secs,"3.196157 Ether ($5,352.48)",0.003843 Ether ($6.44),0.000000183 Ether (183 Gwei),"21,000","21,000 (100%)"
5,0x7664b13dc9612110f88016a0b1d5c8f016195a875136466d968b22c96a9d0f0d,Success,Confirmed within 30 secs,0 Ether ($0.00),0.008121723 Ether ($13.60),0.000000183 Ether (183 Gwei),"48,819","44,381 (90.91%)"
6,0x44cd54e0ea9aaa77f5518d357b95061304024160b9c2bdb55173131d43d9ae75,Success,Confirmed within 30 secs,0.28 Ether ($468.90),0.003843 Ether ($6.44),0.000000183 Ether (183 Gwei),"21,000","21,000 (100%)"
7,0xcffba48b0fd7ba44c048b29f98aae824cd8bf768e82dcaff0ec8aca965e0cfc8,Success,Remove,0.092 Ether ($154.07),0.003864 Ether ($6.47),0.000000184 Ether (184 Gwei),"21,000","21,000 (100%)"
8,0xe638cd5efab598dc8558b206f628b63d95a147c94fadb68b928a10c45945a1ac,Success,Confirmed within 30 secs,0.01340416 Ether ($22.45),0.003864 Ether ($6.47),0.000000184 Ether (184 Gwei),"21,000","21,000 (100%)"
9,0xf6ee7a217fa2d51a2a54d124313c32d83c096541e71382d36836710772a8b0cb,Success,Confirmed within 30 secs,0 Ether ($0.00),0.01483460499 Ether ($24.84),0.00000018537 Ether (185.37 Gwei),"500,000","80,027 (16.01%)"
