,Transaction Hash,Status,Time Consumed,Value,transactionFees,gasPrice,gasLimit,gasUsePercent
0,0x3c367ff777a482e7a3d81ce48d547ece1f67ad6696fcbdc82a97e28673b1dc44,Success,Confirmed within 30 secs,0.00983016 Ether ($16.59),0.003843 Ether ($6.49),0.000000183 Ether (183 Gwei),"21,000","21,000 (100%)"
1,0x5a6102e6c5f733aefcbc5e5cb93b6d2d4add7007910d54b49a722fbe124dff14,Success,Confirmed within 30 secs,0.05174389 Ether ($87.33),0.003843 Ether ($6.49),0.000000183 Ether (183 Gwei),"21,000","21,000 (100%)"
2,0x00b384aa7e796cd9a68639a127c91ca7dbf321879abb6ca43b5c15bf14ef5e3c,Success,Confirmed within 30 secs,0 Ether ($0.00),0.00724808025007 Ether ($12.23),0.000000183375000002 Ether (183.375000002 Gwei),"139,526","39,526 (28.33%)"
3,0x9244dd4ee16caf129b40d2c9095acc299a2ccd0601a7939fad10fbcfeefb873d,Success,Remove,0 Ether ($0.00),0.0094768993 Ether ($16.00),0.0000001837 Ether (183.7 Gwei),"250,000","51,589 (20.64%)"
4,0xb9883be38fa2e8a97911a7f258667b48958d8f80d622246a466f656e204fdb2f,Success,Confirmed within 30 secs,0 Ether ($0.00),0.0075722977 Ether ($12.78),0.0000001837 Ether (183.7 Gwei),"60,000","41,221 (68.7%)"
5,0x3852a64de6aa07783e0eb3c69e22fbff128c619ca0339bb72045286a81aae429,Success,Remove,0 Ether ($0.00),0.00759538146 Ether ($12.82),0.00000018426 Ether (184.26 Gwei),"500,000","41,221 (8.24%)"
6,0x7b9e3dfe48ebcbbd779cc2697d40c420e264bc29e9e7fe4832de5095d3684134,Success,Confirmed within 30 secs,0 Ether ($0.00),0.00759538146 Ether ($12.82),0.00000018426 Ether (184.26 Gwei),"500,000","41,221 (8.24%)"
7,0xd5a7a7bdee13c5b808f2b2f9a877751ea72834e53b540fb87d158a47a02ce86b,Success,Confirmed within 30 secs,0 Ether ($0.00),0.00745866054 Ether ($12.59),0.00000018426 Ether (184.26 Gwei),"500,000","40,479 (8.1%)"
8,0xca3fc14272785a48b4defddf787c6649d3fea7babdea830b8e99ec8f02f08188,Success,Confirmed within 30 secs,0 Ether ($0.00),0.00744097158 Ether ($12.56),0.00000018426 Ether (184.26 Gwei),"500,000","40,383 (8.08%)"
9,0x5003556474c8cef97ed1599578cca94d039f8a556e70459b039915852a29e453,Success,Confirmed within 30 secs,0 Ether ($0.00),0.00743876046 Ether ($12.56),0.00000018426 Ether (184.26 Gwei),"500,000","40,371 (8.07%)"
10,0x4ddaf1d2cc88424c608afdfb65e15d6c7885151583be4817bd13360c291681e2,Success,Confirmed within 30 secs,0 Ether ($0.00),0.007665216 Ether ($12.94),0.00000018426 Ether (184.26 Gwei),"500,000","41,600 (8.32%)"
11,0x3a7ec8d0ecdc20c5e1c8b4fa1f14d5e8d418e537bc71ff9ba01799d89eb8f7f2,Fail with error 'INSUFFICIENT_OUTPUT_AMOUNT',Confirmed within 30 secs,0 Ether ($0.00),0.0049907088 Ether ($8.42),0.0000001848 Ether (184.8 Gwei),"300,000","27,006 (9%)"
12,0xe964d34d6b8117509f47a7ff1a9b933bf889f46becf661a7940cf8608a88eae7,Success,Remove,0 Ether ($0.00),0.0726733392 Ether ($122.66),0.0000001848 Ether (184.8 Gwei),"643,000","393,254 (61.16%)"
13,0x61efba2c8c64968a1725013e0eaf0e4bc39cd35969f0f9b57e2495056dd40518,Success,Confirmed within 30 secs,0 Ether ($0.00),0.009203205 Ether ($15.53),0.000000187 Ether (187 Gwei),"51,179","49,215 (96.16%)"
14,0xb9a23c3e4afce07ff03da86ff7a02f6b8b0627ce12e544eb87a412dbece6ca1b,Fail with error 'INSUFFICIENT_OUTPUT_AMOUNT',Confirmed within 30 secs,0 Ether ($0.00),0.005106402 Ether ($8.62),0.000000189 Ether (189 Gwei),"300,000","27,018 (9.01%)"
15,0x66e6737011fecb82ce971cc751df054e898e0da971cefe23802180acb927b34c,Success,Confirmed within 30 secs,0 Ether ($0.00),0.027123579 Ether ($45.78),0.000000189 Ether (189 Gwei),"215,266","143,511 (66.67%)"
16,0xe8f7bffce1adb495c1d6387914b9822fff7b77de14a606f8fd4fa7cd0412c532,Success,Confirmed within 30 secs,0 Ether ($0.00),0.00482638001173 Ether ($8.15),0.000000190000000462 Ether (190.000000462 Gwei),"800,000","25,402 (3.18%)"
17,0x768b71f44b610e4c0b5a2edc9d953d807234b9593e98ca00753190dfbee969bd,Success,Confirmed within 30 secs,"1.7 Ether ($2,869.28)",0.004013625 Ether ($6.77),0.000000191125 Ether (191.125 Gwei),"25,000","21,000 (84%)"
18,0xab97b56ba5f8a9b56d05254d1558c3146f521e1d961fd8be7d74e944a3992544,Success,Confirmed within 30 secs,0.054334071975273818 Ether ($91.71),0.00403305 Ether ($6.81),0.00000019205 Ether (192.05 Gwei),"50,000","21,000 (42%)"
19,0x9545b666328991d61d224b032b55a070374e8f82d661e9e1c060336db7b84d41,Success,Confirmed within 30 secs,0 Ether ($0.00),0.02501157120038 Ether ($42.21),0.000000193600000003 Ether (193.600000003 Gwei),"201,663","129,192 (64.06%)"
20,0xac70ee372f6a4d99a3807c610b115b9ce43dd12c032dfdbd151c4f4c3acaa99a,Success,Confirmed within 30 secs,0 Ether ($0.00),0.01033147 Ether ($17.44),0.000000194 Ether (194 Gwei),"60,000","53,255 (88.76%)"
21,0x6f5639ace508b87d87ed2c32396637a7900140bac20feb2b610b9938ad0be821,Success,Remove,"0.693 Ether ($1,169.06)",0.004116 Ether ($6.94),0.000000196 Ether (196 Gwei),"300,000","21,000 (7%)"
22,0x0baddd93bc8ad41cd90dbea54631faa3ba1f25505627db86d39d5c7d643432ec,Success,Remove,"1.5983 Ether ($2,696.25)",0.004116 Ether ($6.94),0.000000196 Ether (196 Gwei),"300,000","21,000 (7%)"
23,0xb05a8fb027c0f97f8c9d1a42901eff00448b5ee294af15d124b103de0ed51ba5,Success,Confirmed within 30 secs,0 Ether ($0.00),0.020224652 Ether ($34.12),0.000000196 Ether (196 Gwei),"250,000","103,187 (41.27%)"
24,0x3caf7b14b7b696a6c23d9a668ef9c61b8648772dd9ac850ac459b887f401cb7c,Success,Confirmed within 30 secs,0 Ether ($0.00),0.01041736 Ether ($17.57),0.000000197 Ether (197 Gwei),"200,000","52,880 (26.44%)"
25,0x1aa56f743ca18d2c303e7ddc06b1e8199c93ed199302f966700ec24f0d115a22,Success,Confirmed within 30 secs,"1.157903097175920763 Ether ($1,953.32)",0.004137 Ether ($6.98),0.000000197 Ether (197 Gwei),"42,000","21,000 (50%)"
26,0xa8352b79115e771c9fba94660d259e92fb626a55ccb59e4a7df49cc1b23756a8,Success,Confirmed within 30 secs,0 Ether ($0.00),0.013374724 Ether ($22.56),0.000000197 Ether (197 Gwei),"200,000","67,892 (33.95%)"
27,0xa4e529eb9a276e79affd82d52023d9ad4b08f12fd585b292ea69f2818dba94ae,Success,Confirmed within 30 secs,0 Ether ($0.00),0.0052394 Ether ($8.84),0.0000002 Ether (200 Gwei),"82,394","26,197 (31.79%)"
28,0x13f9149b4392c9d2418a1e2681d84fe14d3ee51d1c1b3a0b437a8c6eff85719f,Success,Confirmed within 30 secs,0 Ether ($0.00),0.0112418 Ether ($18.96),0.0000002 Ether (200 Gwei),"85,450","56,209 (65.78%)"
29,0x668a1670fe2c2fcfd0bf2bd640b6c9f3e44872a7ea116c1c19a44adb79812ee3,Success,Confirmed within 30 secs,0 Ether ($0.00),0.0112418 Ether ($18.98),0.0000002 Ether (200 Gwei),"85,450","56,209 (65.78%)"
30,0x2bcf8f6d5dbcc34c1fe6eff7b3b4b8238d60ab38629a36b639f2c52a4040b5e9,Success,Confirmed within 30 secs,0 Ether ($0.00),0.0112418 Ether ($18.98),0.0000002 Ether (200 Gwei),"85,450","56,209 (65.78%)"
31,0x542a01524d67ea4a2d30e2eba37ed52503aa1acddf4d11edd8f9e59abaf68e99,Success,Confirmed within 30 secs,0.31282 Ether ($528.19),0.0042 Ether ($7.09),0.0000002 Ether (200 Gwei),"207,128","21,000 (10.14%)"
32,0x5c57808ac8719e6c23a8e1a1920a29b1d41c2fe77e2eab0a79362222d817ed4a,Success,Confirmed within 30 secs,"5.85763613 Ether ($9,890.56)",0.0042084 Ether ($7.11),0.0000002004 Ether (200.4 Gwei),"81,000","21,000 (25.93%)"
33,0x5144b01ee6c0646446ae504f590f9a6b188e3de384dbde073b77099918b50c60,Success,Confirmed within 30 secs,0 Ether ($0.00),0.00424347 Ether ($7.17),0.00000020207 Ether (202.07 Gwei),"21,000","21,000 (100%)"
34,0xb7544971a2d23cb8662ac288034e2753f10373b87fb20f95aae9736606449bdd,Success,Remove,0.16201981 Ether ($273.57),0.004263 Ether ($7.20),0.000000203 Ether (203 Gwei),"207,128","21,000 (10.14%)"
35,0xbcfa6bcd66f4748b2aa56f4fdbc7ac41414a332c436538ca6dd18edd45a87ff2,Success,Remove,"4.992 Ether ($8,428.94)",0.004263 Ether ($7.20),0.000000203 Ether (203 Gwei),"207,128","21,000 (10.14%)"
36,0xcbbe69f8637f83be8ea9264956771812454d4016e61173d3b6a2f66307f6ffe8,Success,Remove,0.35481994 Ether ($599.11),0.004263 Ether ($7.20),0.000000203 Ether (203 Gwei),"207,128","21,000 (10.14%)"
37,0x7a65fd3bce6eb75cb1bde9a077e78f18dcb637507d01bf43fc9576be995f6a9d,Success,Confirmed within 30 secs,0 Ether ($0.00),0.011410427 Ether ($19.29),0.000000203 Ether (203 Gwei),"207,128","56,209 (27.14%)"
38,0xcc73041baa38c974172d6273265b36b329f5836300cefdb6b939ea94452f4936,Success,Remove,"2.85428938 Ether ($4,824.46)",0.004263 Ether ($7.21),0.000000203 Ether (203 Gwei),"207,128","21,000 (10.14%)"
39,0x52e287b4e8eba177cdc9b5dd02b5c227313576da4d973d0ccfc68fedb3d732bc,Success,Remove,0.1 Ether ($169.03),0.004263 Ether ($7.21),0.000000203 Ether (203 Gwei),"207,128","21,000 (10.14%)"
40,0x3fa29f927f0bf5f9b71977f18cde53692bade1d183fb94f36afbe0b33c715a87,Success,Confirmed within 1 min,0 Ether ($0.00),0.011412863 Ether ($19.29),0.000000203 Ether (203 Gwei),"207,128","56,221 (27.14%)"
41,0x2eac43ac75f3c0b1fb0ae06bacac00af6d9e1831410bdac2afc0d73682953803,Success,Confirmed within 30 secs,0 Ether ($0.00),0.011407991 Ether ($19.28),0.000000203 Ether (203 Gwei),"207,128","56,197 (27.13%)"
42,0xca8a9f39d73c1f9881134e83503ab878ce584de2cb6a58845d5b3083613bfd3e,Success,Confirmed within 30 secs,0 Ether ($0.00),0.011410427 Ether ($19.29),0.000000203 Ether (203 Gwei),"207,128","56,209 (27.14%)"
43,0x104d59dcabc8ea6dcb71a253cf1da8945c679413d54f28c6e8ba38621304202b,Success,Confirmed within 30 secs,0 Ether ($0.00),0.008365427 Ether ($14.14),0.000000203 Ether (203 Gwei),"207,128","41,209 (19.9%)"
44,0xecaf667e089c081ecbb37195c3b55e11fd6a7e8b9184f5dc60b473c828352f43,Success,Remove,0.1013905 Ether ($171.38),0.004263 Ether ($7.21),0.000000203 Ether (203 Gwei),"207,128","21,000 (10.14%)"
45,0x4ad7c4fcb3ef445961603806ab1832b0a014329f915a1fff58d99a9008342e93,Success,Confirmed within 30 secs,0 Ether ($0.00),0.008365427 Ether ($14.14),0.000000203 Ether (203 Gwei),"207,128","41,209 (19.9%)"
46,0x45627bce2327dd7deeb521d3ba55684fe91fbb0957d762d8db243ff55acdf0e8,Success,Confirmed within 30 secs,"2.29494008 Ether ($3,881.57)",0.004263 Ether ($7.21),0.000000203 Ether (203 Gwei),"207,128","21,000 (10.14%)"
47,0xd92f81bd0fd20054a9f5239640194dac568ce1dad438a5683052b4ddf58e3e69,Success,Confirmed within 30 secs,0.14487873 Ether ($245.04),0.004263 Ether ($7.21),0.000000203 Ether (203 Gwei),"207,128","21,000 (10.14%)"
48,0x09f82c9a65aabbf05df99f449bff1d79cb5269c926059ab587a26c83725bd4c3,Success,Confirmed within 30 secs,0.01 Ether ($16.91),0.004263 Ether ($7.21),0.000000203 Ether (203 Gwei),"207,128","21,000 (10.14%)"
